member,chamber,filing_type,state_district,year,filing_date,doc_id,source_file
Hon. Nathaniel Quentin Moran,House,X,TX01,2024,2025-05-12,30023425,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Nicole Malliotakis,House,X,NY11,2024,2025-05-12,30023413,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Patrick Fallon,House,X,TX04,2024,2025-05-12,30023342,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Rick Larsen,House,X,WA02,2024,2025-05-12,30023427,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Rob Bresnahan,House,P,PA08,2025,2025-05-12,20030336,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Rohit Khanna,House,P,CA17,2025,2025-05-12,8220906,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Ron Estes,House,X,KS04,2024,2025-05-12,30023379,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Scott Fitzgerald,House,O,WI05,2024,2025-05-12,10067973,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Steve Womack,House,O,AR03,2024,2025-05-12,10068087,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Steven A. Horsford,House,X,NV04,2024,2025-05-12,30023441,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Suhas Subramanyam,House,H,VA10,2024,2025-05-12,10066635,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Terri A. Sewell,House,P,AL07,2025,2025-05-12,20030235,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Terrycina Andrea Sewell,House,X,AL07,2024,2025-05-12,30023415,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Jim Salegui,House,C,CA01,2025,2025-05-12,10067900,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Matthew G. Rainforth,House,C,VA07,2025,2025-05-12,10068116,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. August Lee Pfluger II,House,X,TX11,2024,2025-05-11,30023325,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Mariannette Jane Miller-Meeks,House,O,IA01,2024,2025-05-11,10067915,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Michael R. Turner,House,O,OH10,2024,2025-05-11,10066268,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Patrick Ryan,House,X,NY18,2024,2025-05-11,30023327,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Rob Bresnahan,House,P,PA08,2025,2025-05-11,20030312,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Sam T. Liccardo,House,A,CA16,2024,2025-05-11,10067895,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Stephanie Bice,House,X,OK05,2024,2025-05-11,30023332,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Veronica Escobar,House,A,TX16,2023,2025-05-11,10067903,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2023FD\2023FD.txt
Hon. Veronica Escobar,House,O,TX16,2024,2025-05-11,10066007,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Daniel Crenshaw,House,O,TX02,2024,2025-05-10,10067491,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Katherine Piccinini,House,C,CA10,2025,2025-05-10,10066880,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Brandon Riker,House,X,CA41,2025,2025-05-09,8220892,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Christina Gagnier,House,X,CA40,2025,2025-05-09,8220868,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Brad Sherman,House,O,CA32,2024,2025-05-09,8221129,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Darren Soto,House,O,FL09,2024,2025-05-09,10067814,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Dina Titus,House,X,NV01,2024,2025-05-09,8220896,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Donald W. Norcross,House,X,NJ01,2024,2025-05-09,8220879,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Ernest Anthony Tony Gonzales II,House,X,TX23,2024,2025-05-09,8220870,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. George Latimer,House,X,NY16,2025,2025-05-09,8220889,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. George Whitesides,House,X,CA27,2025,2025-05-09,8220881,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Glenn S. Grothman,House,X,WI06,2024,2025-05-09,30023244,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Greg Casar,House,O,TX35,2024,2025-05-09,10067213,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Greg Stanton,House,X,AZ04,2024,2025-05-09,8220894,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Harold Dallas Rogers,House,X,KY05,2024,2025-05-09,8220893,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. James Michael Johnson,House,X,LA04,2024,2025-05-09,8220873,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Janelle Bynum,House,X,OR05,2025,2025-05-09,8220862,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Jared Moskowitz,House,P,FL23,2025,2025-05-09,20030282,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Jared Moskowitz,House,X,FL23,2024,2025-05-09,8220878,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Jennifer McClellan,House,X,VA04,2024,2025-05-09,30023239,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Joe Wilson,House,O,SC02,2024,2025-05-09,10067157,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. John Joyce,House,X,PA13,2024,2025-05-09,30023248,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. John R. Carter,House,O,TX31,2024,2025-05-09,10067014,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Laura Friedman,House,H,CA30,2024,2025-05-09,10066927,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Michael T. McCaul,House,X,TX10,2024,2025-05-09,8220890,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Mike Carey,House,X,OH15,2024,2025-05-09,8220885,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Mike Levin,House,A,CA49,2023,2025-05-09,10067551,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2023FD\2023FD.txt
Hon. Richard W. Allen,House,X,GA12,2024,2025-05-09,8220861,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Riley M. Moore,House,X,WV02,2025,2025-05-09,8220877,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Robert J. Menendez,House,X,NJ08,2024,2025-05-09,8220876,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Rohit Khanna,House,X,CA17,2024,2025-05-09,8220874,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Sam T. Liccardo,House,H,CA16,2024,2025-05-09,10067339,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Sheila Cherfilus-McCormick,House,X,FL20,2024,2025-05-09,30023247,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Vicente Gonzalez,House,X,TX34,2024,2025-05-09,8220887,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Zoe Lofgren,House,O,CA18,2024,2025-05-09,10066636,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Jake Rakov,House,X,CA32,2025,2025-05-09,8220891,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Jason Friedman,House,X,IL07,2025,2025-05-09,8220886,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Lily Tang Williams,House,C,NH02,2025,2025-05-09,10067326,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Maura Corby Sullivan,House,X,NH01,2025,2025-05-09,8220895,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Paul Chakalian,House,X,CA23,2025,2025-05-09,8220864,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Randy Villegas,House,C,CA22,2025,2025-05-09,10067219,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Vinson L Mr Watkins,House,C,GA08,2025,2025-05-09,10067782,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Angelina Sigala Rosario,House,C,CA13,2025,2025-05-08,10067657,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Daniel Hernandez,House,C,AZ07,2025,2025-05-08,10067704,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Emilia Sykes,House,X,OH13,2024,2025-05-08,30023227,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Glenn Thompson,House,X,PA15,2024,2025-05-08,30023220,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. James M. Costa,House,X,CA21,2024,2025-05-08,30023226,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Jefferson Shreve,House,P,IN06,2025,2025-05-08,20030231,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Kimberlyn Kay King-Hinds,House,X,MP00,2024,2025-05-08,30023212,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Mario Diaz-Balart,House,O,FL26,2024,2025-05-08,10067368,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Mike Flood,House,X,NE01,2024,2025-05-08,30023221,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Rob Bresnahan,House,P,PA08,2025,2025-05-08,20030291,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Robert B. Aderholt,House,X,AL04,2024,2025-05-08,30023211,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Rudy C. Yakym III,House,P,IN02,2025,2025-05-08,20030311,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Russell Fry,House,X,SC07,2024,2025-05-08,30023196,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Thomas Massie,House,O,KY04,2024,2025-05-08,10067557,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. William R. Timmons IV,House,X,SC04,2024,2025-05-08,30023219,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Dr. Aaron Hill,House,C,NV04,2025,2025-05-07,10067416,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
George R. Moraitis,House,X,FL23,2025,2025-05-07,30022919,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Adam C. Gray,House,X,CA13,2024,2025-05-07,30023179,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Chellie Pingree,House,O,ME01,2024,2025-05-07,10066930,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Derek Schmidt,House,X,KS02,2024,2025-05-07,30023169,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Eleanor Holmes Norton,House,O,DC00,2024,2025-05-07,10066887,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. James Comer,House,X,KY01,2024,2025-05-07,30023192,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. James D Jordan,House,O,OH04,2024,2025-05-07,10067361,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Jennifer Kiggans,House,X,VA02,2024,2025-05-07,30023159,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Jodey Arrington,House,X,TX19,2024,2025-05-07,30023174,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Norma Torres,House,O,CA35,2024,2025-05-07,10065948,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Suzan K. DelBene,House,P,WA01,2025,2025-05-07,20030289,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Kevin Coughlin,House,X,OH13,2025,2025-05-07,30023034,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Mark Kaye,House,X,FL05,2025,2025-05-07,30022894,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Mr. Diego Gonzalez Jr.,House,C,IN01,2025,2025-05-07,10067651,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Tanya W. Lloyd,House,C,TX27,2024,2025-05-07,10067649,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Grant D. Hill,House,C,IA01,2025,2025-05-06,10067538,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Abraham Hamadeh,House,X,AZ08,2024,2025-05-06,30023140,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Betty L. McCollum,House,O,MN04,2024,2025-05-06,10066584,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Bonnie Watson Coleman,House,O,NJ12,2024,2025-05-06,8221125,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Elizabeth Fletcher,House,X,TX07,2024,2025-05-06,30023100,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
"Hon. Eric A. ""Rick"" Crawford",House,O,AR01,2024,2025-05-06,10067531,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Gilbert Cisneros,House,P,CA31,2025,2025-05-06,20030288,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Jake Auchincloss,House,O,MA04,2024,2025-05-06,10065692,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. James A. Himes,House,X,CT04,2024,2025-05-06,30023148,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Jeffrey Hurd,House,X,CO03,2024,2025-05-06,30023115,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. John Trent Kelly,House,O,MS01,2024,2025-05-06,10067088,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Marjorie Taylor Greene,House,P,GA14,2025,2025-05-06,20030295,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Mark Desaulnier,House,O,CA10,2024,2025-05-06,10067325,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Michael Patrick Guest,House,X,MS03,2024,2025-05-06,30023120,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Pete Aguilar,House,X,CA33,2024,2025-05-06,30023149,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Rebecca 'Becca' Balint,House,A,VT00,2023,2025-05-06,8220847,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2023FD\2023FD.txt
Hon. Rebecca 'Becca' Balint,House,O,VT00,2024,2025-05-06,10066161,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Ronny Lynn Jackson,House,X,TX13,2024,2025-05-06,30023134,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Salud O. Carbajal,House,O,CA24,2024,2025-05-06,10067103,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Thomas Suozzi,House,X,NY03,2024,2025-05-06,30023142,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Mary Jo-Ann Guinchard,House,C,NJ05,2025,2025-05-06,10067537,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Andrews Giusto,House,C,VT00,2025,2025-05-05,10067372,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Brian Steven Jaye,House,C,MI10,2025,2025-05-05,10067412,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Barbara Lee,House,T,CA12,2025,2025-05-05,10063262,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Brian Jack,House,X,GA03,2024,2025-05-05,30023073,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
"Hon. Charles J. ""Chuck"" Fleischmann",House,O,TN03,2024,2025-05-05,8221130,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Debbie Wasserman Schultz,House,X,FL25,2024,2025-05-05,30023058,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Donald J. Bacon,House,O,NE02,2024,2025-05-05,10066793,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Ed Case,House,O,HI01,2024,2025-05-05,10066777,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Emanuel Cleaver,House,X,MO05,2024,2025-05-05,30023078,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Gary Palmer,House,O,AL06,2024,2025-05-05,10066690,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Haley Stevens,House,X,MI11,2024,2025-05-05,30023045,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Jefferson Shreve,House,X,IN06,2024,2025-05-05,30023052,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Kelly Louise Morrison,House,P,MN03,2025,2025-05-05,20030267,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Lloyd Doggett,House,P,TX37,2025,2025-05-05,20030285,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Hon. Marie Gluesenkamp Perez,House,O,WA03,2024,2025-05-05,10067183,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Mark Alford,House,X,MO04,2024,2025-05-05,30023082,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Mike Levin,House,O,CA49,2024,2025-05-05,10066874,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Mikie Sherrill,House,X,NJ11,2024,2025-05-05,30023057,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Nicholas Begich III,House,X,AK00,2024,2025-05-05,30023077,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Nikema N. Williams,House,X,GA05,2024,2025-05-05,30023072,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Nydia M. Velázquez,House,O,NY07,2024,2025-05-05,10066479,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Hon. Tim Burchett,House,X,TN02,2024,2025-05-05,30023090,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Michael Wildes,House,C,NJ05,2024,2025-05-05,8220848,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2024FD\2024FD.txt
Mr. Damon Lawrence Cerreta,House,C,CT04,2025,2025-05-05,10063510,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
Ernest Robinson Lineberger III,House,C,TX26,2025,2025-05-04,10067268,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2025FD\2025FD.txt
